fecha,tienda,producto,precio_unitario,cantidad
2024-08-27,Hernandez Ltd,Portátil,1593.98,5
2024-10-18,Nash Ltd,Tablet,1785.72,5
2025-01-10,"Evans, Knapp and Williams",Móvil,1326.46,4
2024-11-12,Martin LLC,Tablet,758.52,1
2025-01-22,"Graves, Armstrong and Hart",Móvil,1696.42,3
2025-06-01,"Riley, Huynh and Davis",Accesorio,1447.48,3
2024-09-30,Merritt-Wilkins,Accesorio,272.35,2
2025-03-17,"Brown, Ruiz and Martinez",Portátil,715.65,3
2025-04-23,Rose-Warren,Tablet,1419.09,1
2025-02-22,"Brown, Duncan and Krause",Móvil,1010.22,4
2024-12-23,Webb Ltd,Portátil,545.86,2
2025-01-20,"Mitchell, Lynch and Stewart",Móvil,285.45,4
2024-12-22,"Gomez, Anderson and Hart",Móvil,941.24,2
2024-12-20,"Jimenez, Morton and Stephenson",Tablet,260.14,4
2024-09-06,Krause-Smith,Portátil,1856.92,5
2024-06-21,"Robles, Mclaughlin and Clark",Portátil,1555.68,4
2025-01-24,Gutierrez-Cook,Accesorio,1333.99,5
2025-01-04,"Lewis, Davidson and Vaughn",Móvil,1929.52,1
2024-09-14,Parker PLC,Portátil,1128.79,4
2024-12-31,Wilson LLC,Accesorio,1852.52,2
2024-10-15,"Carroll, Choi and Collier",Móvil,1474.46,2
2024-08-23,Nielsen-Mendoza,Portátil,805.44,5
2024-12-03,Brewer Group,Tablet,1033.01,4
2024-08-08,Mcclain-Herrera,Accesorio,1960.03,2
2024-10-13,Reilly-Brown,Tablet,825.85,3
2024-12-20,"Hardy, Stewart and Herrera",Tablet,933.05,2
2024-08-28,"Rivera, Hendricks and Flynn",Móvil,854.85,5
2024-07-07,Ramirez Inc,Tablet,1694.0,5
2024-10-15,Sims-Kirby,Tablet,1438.15,5
2025-01-07,Lopez-Wilson,Móvil,441.73,5
2025-03-26,Thornton-Edwards,Tablet,1388.89,2
2024-06-24,Miller-Wiley,Móvil,1032.59,3
2024-10-26,Robinson-Turner,Portátil,1533.51,5
2024-07-24,Strickland Inc,Accesorio,1186.47,4
2024-11-22,Lloyd PLC,Tablet,1761.08,4
2024-08-08,Mclean-Oconnor,Portátil,1069.32,1
2024-12-21,Thomas-Wiggins,Accesorio,333.39,1
2025-04-09,"Rhodes, Anderson and Hardy",Móvil,570.61,2
2024-11-28,"Hancock, Wilson and Collins",Tablet,1382.61,2
2024-06-29,"Wiggins, Cook and Small",Portátil,1396.66,3
2024-07-20,"Reese, Johnson and Blake",Móvil,1519.51,1
2025-02-01,Flores and Sons,Tablet,1637.35,1
2024-09-25,"Flores, Alexander and Wilson",Móvil,1497.7,5
2024-08-06,Wilson-Mullen,Accesorio,513.31,3
2025-01-03,Clark LLC,Portátil,1856.65,4
2024-12-31,Thomas-Bush,Accesorio,1915.57,3
2024-09-24,Jackson LLC,Portátil,75.28,3
2025-01-23,Fernandez-Williams,Móvil,1260.1,4
2024-06-23,"Williams, Reyes and Miller",Móvil,1827.4,3
2024-11-03,"Carlson, Watkins and Huff",Móvil,1563.49,2
2025-02-23,"Kelly, Cook and Gonzalez",Tablet,925.19,1
2025-03-17,"Miller, Livingston and Duran",Móvil,1926.83,5
2025-01-06,Hess Ltd,Portátil,785.54,4
2024-12-01,Collins-Newman,Tablet,1135.37,2
2025-03-20,Hall-Walker,Móvil,1188.77,3
2025-04-24,"Scott, Cox and White",Portátil,694.6,2
2025-05-14,Mccormick-Khan,Portátil,349.72,3
2024-11-25,Jones Inc,Portátil,1558.64,5
2024-10-19,Singleton-Campbell,Tablet,1006.57,5
2024-10-18,"Anderson, Garcia and Roth",Tablet,192.12,3
2025-03-31,Hawkins-Jones,Móvil,1916.13,5
2024-10-01,Morales-Gutierrez,Portátil,1583.2,2
2025-01-26,"Moore, Olson and Jones",Accesorio,1109.01,4
2024-08-28,"Garza, Mueller and Graham",Portátil,731.34,2
2025-03-28,"Benson, Thompson and Caldwell",Tablet,695.58,3
2025-03-10,"Andrews, Tucker and Vargas",Móvil,1903.1,5
2024-11-29,"Davis, Wallace and Parker",Accesorio,1993.43,1
2024-11-08,"Rodriguez, Cervantes and Wise",Portátil,1354.43,4
2024-10-29,Newman-Brown,Móvil,1813.77,5
2024-08-31,Clay Ltd,Móvil,1919.85,3
2025-04-05,Guerrero Group,Accesorio,1836.07,1
2024-12-24,Gilbert-West,Accesorio,550.35,3
2024-08-27,Evans-Bauer,Portátil,1827.11,3
2025-02-16,Robbins-Herman,Accesorio,999.27,3
2025-06-10,"Smith, Downs and Powell",Móvil,674.61,1
2024-07-29,Brown-Santana,Portátil,376.42,5
2025-06-02,Warner LLC,Portátil,1272.52,2
2024-07-23,Glenn-Young,Móvil,1736.65,4
2025-02-25,Garrett-Joseph,Portátil,450.88,4
2024-11-08,Gardner-Bates,Portátil,1506.44,2
2024-12-03,Peters LLC,Portátil,945.49,3
2025-04-16,Roberts Ltd,Portátil,220.67,1
2024-07-28,Jones Inc,Móvil,1598.72,5
2024-08-04,Barrett-Proctor,Portátil,1171.18,2
2024-08-01,May Group,Tablet,844.88,4
2025-04-23,"Munoz, Simmons and White",Accesorio,894.4,1
2024-12-16,"Wilkins, Cruz and Perez",Accesorio,1362.93,5
2024-11-15,Lane Ltd,Portátil,1300.77,5
2024-09-07,"Adams, House and Johnston",Portátil,1524.12,5
2024-06-25,Carroll Ltd,Portátil,1416.72,1
2024-10-25,"Olson, Vaughn and Thomas",Tablet,1859.69,1
2025-03-07,Marshall-Miller,Tablet,1584.44,3
2025-05-04,Sanchez Ltd,Portátil,598.96,4
2025-03-11,"Miller, Schultz and Yates",Accesorio,820.47,1
2024-10-05,Berger PLC,Accesorio,354.83,2
2025-03-24,Gibson-Escobar,Móvil,1506.17,5
2025-01-09,Fisher-Yu,Tablet,1922.26,2
2025-04-01,Jackson-Neal,Tablet,1370.71,3
2025-01-17,Acosta-Elliott,Portátil,1129.37,5
2024-07-05,Lane-Berry,Móvil,290.31,1
2025-02-08,Lamb-Weber,Accesorio,1097.45,1
2024-09-25,Martinez Inc,Tablet,459.6,3
2025-04-20,King-Gilbert,Móvil,854.68,5
2024-09-21,Smith-Rodriguez,Móvil,363.86,2
2024-08-15,"Stevenson, Hopkins and Wood",Tablet,428.94,2
2024-08-16,"Young, White and Rose",Portátil,1710.21,5
2024-06-25,Coffey PLC,Accesorio,1307.12,1
2025-05-20,Monroe Group,Tablet,1359.79,3
2025-03-21,Guerrero Ltd,Portátil,434.96,5
2025-02-01,Lane LLC,Accesorio,1905.5,3
2024-07-02,Campos-Wilson,Móvil,1359.03,2
2024-08-13,Alvarez-Alvarez,Portátil,606.02,1
2025-05-26,"Hall, Vega and Price",Móvil,669.68,4
2024-09-17,"Berg, Smith and Ho",Tablet,1251.87,3
2024-11-24,"Stewart, Moreno and Blanchard",Móvil,1152.83,3
2024-07-18,"Walsh, Blanchard and Reynolds",Tablet,1919.38,2
2025-05-15,Rogers-Adams,Portátil,660.77,2
2024-07-18,"Silva, Murray and Leonard",Accesorio,589.53,3
2024-09-09,"Chapman, Lee and Rogers",Móvil,1375.18,3
2025-02-20,Edwards Inc,Accesorio,952.55,3
2025-02-14,Smith Inc,Tablet,999.59,1
2024-12-22,"Griffin, Robinson and Campbell",Móvil,1308.83,1
2024-08-22,Harvey Inc,Tablet,1724.49,2
2025-05-22,"Shannon, Robinson and Greene",Móvil,563.31,1
2024-07-27,Miller PLC,Portátil,1789.61,5
2024-07-30,"Gallagher, Wong and Pratt",Portátil,1634.65,5
2024-08-19,Dominguez LLC,Accesorio,1549.94,2
2024-09-28,"Mayer, Fowler and Livingston",Portátil,1125.61,5
2024-09-22,Schwartz-Contreras,Accesorio,1325.12,2
2025-03-21,Martin-Jones,Tablet,815.37,5
2025-03-24,Price-Ferrell,Tablet,311.07,5
2024-09-15,Thompson-Jones,Portátil,823.73,5
2025-06-06,Bishop and Sons,Portátil,1342.22,5
2025-02-04,Thomas Group,Móvil,1526.55,2
2024-08-31,"Rodriguez, Alexander and Green",Accesorio,360.48,5
2024-06-25,Duncan LLC,Móvil,1485.04,4
2025-03-24,Mosley and Sons,Tablet,128.82,4
2025-02-06,Fitzpatrick Ltd,Móvil,172.58,3
2024-11-02,Graves Group,Móvil,133.48,2
2025-01-09,"Zimmerman, Wise and Mendoza",Tablet,806.78,4
2024-11-07,"Norman, Floyd and Fernandez",Portátil,127.81,3
2024-06-14,"Meyers, Olson and Bradley",Portátil,1422.29,5
2025-05-21,Cook-Turner,Tablet,1678.0,3
2024-07-03,"Davis, Nichols and Woodward",Móvil,784.49,4
2024-07-12,Hodges-Roberts,Tablet,1195.97,1
2024-08-26,"Williams, Cruz and Lee",Tablet,783.84,2
2025-02-22,Mccoy LLC,Accesorio,738.15,3
2024-12-08,"Kim, Lopez and Johnson",Accesorio,1595.68,5
2024-06-22,"Allen, Price and Sparks",Portátil,1028.58,2
2025-02-03,Ferguson-Flowers,Accesorio,372.93,1
2024-11-24,Johnson Inc,Tablet,462.46,2
2024-10-14,"Williams, Wilson and Roman",Móvil,756.33,1
2025-02-12,Bentley-Berg,Móvil,858.5,3
2024-12-26,"Riley, Buckley and Johnson",Portátil,988.96,4
2024-08-03,"Smith, Meadows and Montgomery",Accesorio,460.87,2
2024-09-09,"Anderson, Jackson and Williams",Accesorio,93.77,1
2024-10-03,Bryant and Sons,Móvil,1168.3,2
2025-04-14,Meyers Inc,Móvil,1277.6,1
2024-07-24,"Lloyd, Walker and Brock",Móvil,159.03,3
2024-11-15,"Gregory, Nguyen and Daugherty",Móvil,1057.45,4
2025-01-09,Morris and Sons,Portátil,1763.09,3
2025-03-19,"Thompson, Brown and Hill",Portátil,472.36,5
2025-03-17,Horton PLC,Accesorio,1741.24,2
2024-08-12,Frost Inc,Móvil,1669.21,5
2024-07-31,"Salazar, Strickland and Smith",Móvil,1599.5,2
2024-12-08,Smith Inc,Tablet,377.06,3
2025-02-26,"Eaton, Butler and Aguirre",Accesorio,1213.24,1
2025-03-22,"Martinez, Thomas and Nelson",Móvil,787.51,2
2024-11-24,Hurley PLC,Portátil,82.3,5
2025-02-21,"White, Porter and Clements",Accesorio,1661.7,5
2025-01-28,Bailey-Smith,Portátil,395.97,5
2024-09-07,Downs Inc,Portátil,1761.62,5
2025-01-25,"Romero, Marshall and Sims",Portátil,231.72,2
2024-08-28,Lee and Sons,Portátil,1799.09,4
2025-02-18,Jimenez-Moore,Accesorio,772.24,1
2025-05-16,Newman LLC,Accesorio,497.5,4
2024-08-28,Cook-Trujillo,Accesorio,733.51,5
2025-03-17,Garcia Inc,Portátil,879.7,3
2025-05-17,Moore Inc,Accesorio,1543.42,1
2024-12-07,Jones and Sons,Tablet,1216.67,5
2025-03-04,"Riley, Barnes and Burgess",Accesorio,552.72,1
2025-05-07,Maxwell LLC,Portátil,1177.07,1
2024-09-04,Rojas and Sons,Portátil,781.31,2
2024-10-28,Jones PLC,Tablet,847.25,1
2024-12-07,Thomas-Reilly,Móvil,880.84,5
2024-11-26,Brooks-Ellis,Tablet,559.54,5
2024-08-23,Cantrell-Harris,Accesorio,1151.11,5
2024-07-29,"Carroll, Ramirez and Rodriguez",Tablet,1984.01,4
2024-11-30,Jackson-Cooper,Móvil,855.79,5
2025-05-03,"Moore, Norton and Cisneros",Accesorio,398.5,5
2025-05-10,"Cordova, Wyatt and Miller",Accesorio,544.87,3
2025-04-22,Atkins-Robinson,Tablet,1559.68,4
2024-12-03,Ramirez-Blair,Móvil,1717.25,1
2025-03-09,Wright Group,Móvil,920.86,2
2025-01-11,"Shah, Mcintyre and Villanueva",Portátil,468.19,4
2024-11-12,Williams Group,Tablet,1611.66,5
2025-03-08,"Johnson, Schmidt and Mendoza",Portátil,363.44,1
2025-04-01,Chavez and Sons,Portátil,1655.35,4
2024-07-13,Steele Group,Accesorio,221.87,3
2025-05-26,Howard and Sons,Móvil,773.13,5
2025-02-05,Smith Ltd,Portátil,1462.76,4
2024-10-02,"Stevens, Hudson and Silva",Tablet,1437.63,5
2025-06-05,Ingram-Sawyer,Portátil,1894.15,2
2024-11-08,Sims-Padilla,Accesorio,906.0,2
2024-06-13,"Jones, Barry and Cook",Tablet,429.76,5
2024-06-24,Mullins-Wolfe,Móvil,1249.62,1
2025-01-23,"Norton, French and Miller",Tablet,516.55,1
2025-05-01,"Randolph, Robertson and Kent",Móvil,219.34,3
2024-10-24,Rodriguez LLC,Accesorio,738.6,4
2024-11-30,Diaz and Sons,Accesorio,1192.86,5
2025-02-05,"Jones, Fletcher and Harris",Portátil,1487.0,1
2025-06-07,Fernandez Ltd,Portátil,1121.71,5
2024-12-05,"Pitts, Warner and Mullins",Tablet,727.58,3
2025-03-18,Gomez-Adams,Móvil,1232.41,2
2025-02-16,Brown-Watson,Accesorio,1862.94,5
2024-11-25,"Rose, Martinez and Mckinney",Portátil,559.16,4
2025-02-16,"Lam, Hayes and Richardson",Portátil,1139.33,5
2025-02-14,"Lamb, Everett and Jones",Tablet,712.93,1
2025-05-05,Miller-Myers,Tablet,1758.42,5
2024-08-17,Rodriguez LLC,Tablet,1403.67,4
2024-07-24,Crawford and Sons,Accesorio,1551.44,3
2024-12-20,"Johnson, Butler and Fleming",Accesorio,1379.11,5
2025-05-20,Reed-Wallace,Portátil,989.84,3
2025-02-03,Lopez-Johnson,Portátil,796.21,2
2025-04-02,"Newman, Jenkins and Cooper",Móvil,1610.31,4
2025-02-04,Tucker-Wade,Tablet,1057.18,1
2024-12-24,"Wallace, Torres and Anderson",Tablet,534.1,1
2025-03-28,Mccormick and Sons,Accesorio,1363.71,3
2024-12-07,Carrillo-Williams,Portátil,1131.38,2
2024-10-20,Huber-Montgomery,Accesorio,662.05,2
2024-08-10,"Mitchell, Mcpherson and Franco",Tablet,406.43,2
2025-02-21,"Bauer, Martin and Wilson",Accesorio,1487.37,2
2025-06-11,"Martinez, Green and Lopez",Móvil,1751.85,2
2025-01-04,Wade LLC,Móvil,445.39,2
2024-08-06,Fernandez-Martin,Tablet,354.19,1
2024-10-01,Sullivan Group,Portátil,1844.37,4
2025-03-21,Reilly-Moore,Portátil,1540.28,5
2025-06-03,"Cantrell, Rivera and Thornton",Portátil,1703.62,3
2024-12-03,Montes-Webster,Tablet,1010.06,5
2025-06-11,"Thomas, Cunningham and Meadows",Tablet,1007.07,5
2024-11-21,"Rodriguez, Mendoza and Williams",Tablet,825.87,5
2025-02-16,Parker Group,Móvil,155.59,4
2025-01-25,Griffin Inc,Accesorio,1882.33,1
2024-10-10,"Davidson, Silva and Walker",Tablet,817.75,2
2025-05-21,Gonzalez-Miller,Accesorio,1954.19,5
2025-04-19,"Powers, Miller and Hunt",Accesorio,665.52,1
2024-08-23,Morrison-Hunt,Portátil,1364.5,4
2024-07-03,"Ward, Hernandez and Nash",Portátil,684.6,5
2024-10-26,Smith-Cooper,Tablet,414.95,3
2024-10-03,Sawyer-Miller,Móvil,575.35,5
2025-03-06,Figueroa-Perry,Tablet,763.55,4
2024-11-21,Shaffer Group,Accesorio,460.54,3
2025-03-06,Taylor-Matthews,Tablet,1715.94,3
2024-07-14,Turner PLC,Accesorio,400.78,2
2025-06-09,Fitzpatrick PLC,Móvil,1637.67,3
2025-03-16,Smith Ltd,Móvil,1132.91,4
2025-05-13,Thompson-Murray,Móvil,334.4,2
2025-01-06,Gonzalez Group,Accesorio,1621.05,2
2024-09-26,Williams-Mckenzie,Accesorio,1024.22,5
2025-04-14,Snyder-Singh,Tablet,1581.4,3
2024-09-03,Moore LLC,Tablet,1146.17,5
2025-05-28,"Kennedy, Valdez and Stafford",Portátil,826.88,2
2024-11-12,Knox-Newman,Portátil,470.16,3
2024-06-23,Snyder-Arellano,Accesorio,1685.99,1
2025-01-18,Perkins-Cunningham,Accesorio,1501.96,3
2025-04-26,"Jennings, Mccann and Cardenas",Tablet,752.6,5
2024-10-27,"Johnston, Bruce and Martin",Tablet,721.07,4
2024-07-04,Murray-Steele,Portátil,734.63,5
2024-10-21,Nelson Group,Móvil,1174.86,5
2025-01-31,Williams-Carter,Móvil,1959.78,3
2025-02-01,Palmer Ltd,Tablet,683.93,5
2024-08-19,George and Sons,Accesorio,1560.75,4
2024-12-28,Serrano-Cohen,Portátil,793.09,3
2024-10-01,"Wolfe, Cox and Ferguson",Accesorio,1281.84,2
2024-10-19,Smith PLC,Móvil,1299.13,3
2024-09-23,Jenkins-Mccall,Accesorio,1280.98,5
2024-08-11,Moore and Sons,Accesorio,1705.36,1
2025-04-13,"Austin, Guerra and Fox",Portátil,365.9,2
2024-12-24,"Park, Lang and Butler",Tablet,667.91,3
2025-05-14,Fuentes Inc,Tablet,1230.5,4
2024-12-05,Vazquez-Taylor,Tablet,1781.0,3
2024-11-21,"Mills, Cordova and Jackson",Accesorio,857.28,2
2024-10-02,"Olsen, Walker and Vincent",Portátil,293.83,2
2024-08-04,Parker and Sons,Tablet,1883.85,1
2024-07-30,Coleman Inc,Móvil,375.48,1
2024-07-11,Todd-Williams,Portátil,174.4,4
2024-07-22,"Palmer, Brown and Wilson",Portátil,101.41,4
2024-09-13,Turner Inc,Portátil,252.66,5
2025-03-16,Mora and Sons,Móvil,214.41,4
2025-01-14,Lopez LLC,Tablet,497.24,3
2024-06-23,Singleton LLC,Accesorio,1271.64,2
2025-05-26,Bell-Wyatt,Móvil,105.71,3
2025-03-25,"Allen, Hudson and Garcia",Tablet,1735.27,4
2025-01-10,Rice Ltd,Tablet,1119.66,2
2024-08-22,Jackson-Webster,Móvil,1202.12,4
2024-06-14,"Garcia, Lewis and Gordon",Accesorio,1070.75,5
2025-02-27,Wolfe-Lopez,Tablet,1822.4,4
2025-02-14,White LLC,Móvil,1619.18,4
2025-06-07,Lewis-Perez,Tablet,763.28,3
2024-07-24,Martinez-Rodriguez,Móvil,641.97,1
2024-08-01,Bush-Hawkins,Móvil,720.58,4
2024-06-27,Snyder-Cruz,Portátil,1391.15,4
2024-11-27,"Collins, Cherry and Wallace",Accesorio,634.24,4
2025-01-01,Mercer-Patterson,Tablet,1214.16,1
2025-04-22,Crosby-Richardson,Tablet,417.71,5
2024-06-17,"Vasquez, Garcia and Kim",Accesorio,819.77,2
2025-02-09,Wilson Group,Accesorio,1665.43,2
2024-11-06,"Madden, Figueroa and Stafford",Tablet,204.46,2
2024-08-13,Hester-Morgan,Tablet,605.12,5
2025-01-16,Martinez-Massey,Tablet,855.16,1
2025-03-05,Hubbard-Miranda,Móvil,316.42,1
2025-01-16,"Harding, Kelly and Estrada",Accesorio,1254.57,3
2025-05-26,Dixon-Hernandez,Accesorio,416.19,1
2024-11-26,King Group,Móvil,146.78,5
2024-09-05,Johnson Ltd,Portátil,412.58,1
2024-07-02,Jimenez Inc,Tablet,574.93,4
2025-06-03,Jacobs-Murphy,Portátil,503.98,2
2024-10-01,"Davis, Jones and Walton",Portátil,1012.48,3
2025-03-20,Harris-Bates,Accesorio,657.57,4
2024-12-09,Daniels-Pacheco,Tablet,954.18,1
2024-12-27,Cisneros Inc,Tablet,206.44,2
2025-06-10,Reyes LLC,Portátil,569.68,4
2025-04-21,Stevens-Johnson,Portátil,1109.22,2
2025-01-02,Dyer-Martin,Móvil,1796.61,3
2024-11-17,Baldwin-Freeman,Accesorio,1665.09,1
2024-07-23,"Henry, Spencer and Ryan",Móvil,800.36,4
2024-12-01,"Dickerson, Hunter and Myers",Móvil,1488.36,1
2024-12-11,Jensen-Gomez,Móvil,948.63,1
2025-06-05,Brown-Garza,Móvil,972.01,3
2024-07-29,Bailey-Harmon,Tablet,359.29,1
2024-06-22,"Peterson, Davis and Reed",Portátil,543.96,3
2024-10-21,Brown-Sanchez,Móvil,752.83,1
2024-09-06,Watkins-Lozano,Móvil,1947.88,2
2024-07-06,Wilson-Jackson,Accesorio,682.8,2
2024-12-27,Murray Group,Tablet,1190.16,4
2025-01-06,Adams-Dominguez,Móvil,67.41,1
2025-01-14,Gray-Myers,Accesorio,1392.39,2
2025-01-08,Garcia-Leonard,Tablet,1553.05,2
2024-10-13,"Cain, Contreras and Jackson",Móvil,1024.84,5
2024-09-30,Harris-Reid,Tablet,1865.16,1
2025-06-04,Pittman PLC,Portátil,743.26,2
2024-08-30,Williams-Davies,Portátil,295.36,2
2024-11-07,Weber Inc,Tablet,1964.27,3
2025-03-02,"Davis, Rogers and Jones",Accesorio,1479.72,1
2025-04-02,Simmons-Reed,Accesorio,748.43,2
2024-07-11,Wagner-Evans,Tablet,1802.39,4
2025-02-10,Gonzalez-Morales,Accesorio,1140.1,5
2025-01-27,Powers-Kelley,Accesorio,420.06,2
2025-05-01,"Warner, Huffman and Ray",Tablet,681.18,4
2024-08-29,"Hurley, Adams and Little",Tablet,1741.94,5
2025-04-05,Michael-Barber,Móvil,184.31,2
2024-07-04,Diaz and Sons,Accesorio,626.56,3
2024-09-08,"Jennings, Evans and Graham",Tablet,935.45,5
2024-10-07,Walters Group,Accesorio,1480.63,1
2024-09-18,Lucas-Scott,Tablet,1563.23,2
2025-01-19,Allen-Hernandez,Tablet,1455.96,5
2024-06-23,Marshall-Castro,Accesorio,420.25,4
2024-11-19,"Bullock, Harris and Nelson",Móvil,1245.43,3
2024-06-23,Hopkins-Thompson,Accesorio,1299.76,1
2025-04-21,"Tucker, Smith and Heath",Portátil,1070.24,1
2024-07-13,"Evans, Brown and Friedman",Portátil,1678.63,2
2025-05-07,"Sandoval, Davis and Hahn",Móvil,1753.31,2
2025-03-05,Young PLC,Portátil,996.47,1
2025-03-08,Boyd PLC,Portátil,1163.47,4
2025-05-26,"King, Wilkerson and Young",Accesorio,1075.35,5
2024-07-27,Murphy-Silva,Tablet,145.72,2
2024-11-02,"Manning, Walls and Robinson",Portátil,75.52,2
2024-07-22,Booker Group,Accesorio,1860.39,1
2024-11-09,"Brown, Ferguson and Lyons",Accesorio,1611.99,1
2024-07-24,"Coleman, Vega and Richmond",Tablet,1138.14,4
2025-04-30,Cox Ltd,Tablet,1598.79,1
2024-10-25,Smith-Rasmussen,Tablet,1081.59,1
2025-01-20,"Bates, Everett and Vazquez",Tablet,201.97,2
2025-03-28,King Group,Portátil,247.39,2
2024-10-04,"Cox, Burnett and Martinez",Accesorio,419.45,5
2025-04-26,Price-Browning,Móvil,1161.55,2
2024-11-03,Turner-Mayer,Accesorio,1504.91,5
2025-03-16,Clark-Zamora,Tablet,1365.26,4
2025-05-14,"Stewart, Burnett and Newman",Portátil,375.28,2
2025-03-28,Delacruz-Morrow,Accesorio,1034.15,2
2025-05-23,Mclaughlin-House,Accesorio,1870.36,3
2024-10-12,Mcdowell-Wilkins,Tablet,1697.47,4
2025-04-10,"Green, Jones and Fisher",Accesorio,1661.0,3
2025-03-06,"Rojas, Chavez and Johnson",Móvil,1148.13,2
2024-07-02,"White, Ramos and Davidson",Accesorio,1543.13,3
2024-06-14,Fuller LLC,Tablet,1925.22,4
2025-01-09,Moore PLC,Accesorio,50.38,1
2025-03-01,"Hines, Bradford and Jennings",Tablet,1211.74,5
2025-03-30,Hayes-Russo,Móvil,1987.15,3
2024-07-31,Mcdaniel LLC,Portátil,635.65,2
2025-04-01,Miller LLC,Móvil,1718.65,1
2024-08-18,Duffy-Wilkerson,Tablet,1842.27,5
2024-09-03,Leblanc Ltd,Móvil,233.86,4
2025-01-22,Meadows Group,Tablet,354.41,3
2024-08-24,"Christian, Williams and Williamson",Tablet,1784.77,2
2025-01-18,Davis LLC,Móvil,549.68,3
2024-08-14,"Wilson, Higgins and Graham",Portátil,1162.45,5
2025-05-15,Wilcox-Snyder,Móvil,1481.82,3
2024-09-03,Lee LLC,Accesorio,387.16,5
2024-09-26,Reyes-Reynolds,Portátil,1210.7,3
2024-08-27,Carney LLC,Portátil,1475.04,5
2025-03-05,Barnes Group,Accesorio,203.03,1
2025-03-30,Roberts LLC,Tablet,728.46,4
2024-09-07,Solomon-Wood,Accesorio,1863.98,1
2025-02-18,Miller-Harrison,Móvil,1507.97,5
2025-04-27,"Sanders, Lewis and Reyes",Portátil,1286.08,4
2024-11-14,"Scott, Davis and Brown",Portátil,644.33,1
2024-10-12,Ruiz LLC,Tablet,1102.86,2
2025-06-12,"Coffey, George and Goodman",Tablet,1029.68,2
2024-06-29,Wagner-James,Móvil,148.51,4
2025-06-05,"Wood, Donaldson and Hansen",Accesorio,1518.04,5
2025-01-11,Jackson-Vasquez,Portátil,483.07,3
2024-10-15,Anderson-Stewart,Accesorio,338.62,3
2024-12-24,Green LLC,Portátil,977.92,1
2024-06-29,Porter LLC,Accesorio,561.99,4
2025-03-13,Campbell-Mcdowell,Accesorio,1558.96,2
2025-01-23,Black-Graham,Móvil,987.8,2
2024-08-12,"Vang, Gallagher and Hernandez",Accesorio,820.87,5
2025-04-21,"Fields, Gonzales and Lopez",Móvil,1144.28,5
2024-07-02,Johnson LLC,Móvil,522.51,3
2024-08-11,Graham-Carney,Accesorio,680.65,5
2025-05-18,Alexander Ltd,Portátil,269.43,4
2025-01-04,Vasquez-Singleton,Accesorio,762.27,2
2025-04-26,Bailey and Sons,Tablet,721.82,1
2025-04-26,Conley Ltd,Tablet,380.05,3
2024-12-16,Elliott-Alvarado,Accesorio,1265.21,4
2024-08-29,Fox PLC,Portátil,1852.22,2
2024-08-18,Sanchez Group,Móvil,1386.45,2
2025-02-15,Johnson-Maldonado,Portátil,269.12,1
2025-02-17,Brooks-Hickman,Móvil,1900.43,2
2024-07-21,Hernandez-Miller,Tablet,76.78,1
2025-04-13,"Castillo, Fuller and Adams",Tablet,927.62,1
2025-02-08,Booker-Douglas,Tablet,457.57,5
2025-05-27,Meza-Cooke,Móvil,447.41,5
2025-05-10,"Anderson, Boyer and Solis",Tablet,1120.16,5
2024-09-24,Manning PLC,Móvil,1405.39,1
2025-05-27,Davis-Scott,Accesorio,1186.86,5
2024-09-08,Davis-Phelps,Portátil,548.14,1
2024-08-11,Mitchell-Goodwin,Tablet,441.36,5
2025-02-07,Evans Group,Tablet,153.52,1
2025-03-09,Mckee-Munoz,Portátil,807.86,3
2024-10-22,Collier PLC,Tablet,1735.35,1
2024-08-25,Mcclure-Alvarez,Tablet,1741.45,4
2025-01-05,Davis-Henderson,Móvil,1960.6,5
2024-10-25,Hamilton Group,Portátil,1812.55,4
2024-07-17,"Peterson, Ford and Walker",Portátil,413.51,5
2025-02-19,Arias PLC,Accesorio,1143.34,1
2025-01-29,"Miller, Mcdonald and Miller",Portátil,532.41,5
2025-04-02,Hernandez-Anderson,Tablet,700.46,4
2025-05-09,Mills LLC,Móvil,85.83,3
2025-01-07,"Jones, Williams and Rodriguez",Tablet,1269.2,2
2024-11-15,Marshall Ltd,Tablet,1633.19,3
2025-01-07,Kelly-Richards,Accesorio,1786.28,1
2025-03-21,Wilson Ltd,Tablet,489.89,3
2024-11-29,Cameron Inc,Accesorio,1331.02,1
2024-07-13,"Evans, Matthews and Gibson",Accesorio,1065.4,5
2025-02-13,"Morton, Peterson and Hull",Móvil,863.8,5
2025-04-05,Lopez Ltd,Móvil,881.61,3
2025-06-07,Savage-Rodriguez,Tablet,925.88,2
2024-12-25,Foster Inc,Móvil,1322.32,5
2024-08-14,Stevens-Sullivan,Móvil,1732.05,3
2025-02-08,"Guzman, Tucker and Montgomery",Móvil,888.63,2
2025-06-04,Vazquez-Mccarty,Móvil,669.12,5
2025-02-15,Miller-Taylor,Portátil,409.06,2
2024-08-21,Horton and Sons,Portátil,1542.6,4
2025-04-23,Castillo and Sons,Accesorio,641.53,3
2025-02-05,Wilkinson-Garrison,Móvil,1569.26,1
2024-12-27,Turner Group,Móvil,410.26,5
2024-08-06,Johnson-Martin,Tablet,1230.93,5
2024-08-07,"Wallace, Washington and Smith",Móvil,1212.9,2
2024-11-24,Harris PLC,Portátil,750.56,4
2025-04-12,Williams-Smith,Móvil,1029.53,5
